sol-nsea in ICES area 27.4: mean weight discards (kilograms)
1         23
1957      2018
1         15
1
0.059	0.082	0.096	0.104	0.112	0.106	0.120	0.131	0.137	0.163	0.164	0.164	0.164	0.164	0.164
0.059	0.082	0.096	0.104	0.112	0.106	0.120	0.131	0.137	0.163	0.164	0.164	0.164	0.164	0.164
0.059	0.082	0.096	0.104	0.112	0.106	0.120	0.131	0.137	0.163	0.164	0.164	0.164	0.164	0.164
0.059	0.082	0.096	0.104	0.112	0.106	0.120	0.131	0.137	0.163	0.164	0.164	0.164	0.164	0.164
0.059	0.082	0.096	0.104	0.112	0.106	0.120	0.131	0.137	0.163	0.164	0.164	0.164	0.164	0.164
0.059	0.082	0.096	0.104	0.112	0.106	0.120	0.131	0.137	0.163	0.164	0.164	0.164	0.164	0.164
0.059	0.082	0.096	0.104	0.112	0.106	0.120	0.131	0.137	0.163	0.164	0.164	0.164	0.164	0.164
0.059	0.082	0.096	0.104	0.112	0.106	0.120	0.131	0.137	0.163	0.164	0.164	0.164	0.164	0.164
0.059	0.082	0.096	0.104	0.112	0.106	0.120	0.131	0.137	0.163	0.164	0.164	0.164	0.164	0.164
0.059	0.082	0.096	0.104	0.112	0.106	0.120	0.131	0.137	0.163	0.164	0.164	0.164	0.164	0.164
0.059	0.082	0.096	0.104	0.112	0.106	0.120	0.131	0.137	0.163	0.164	0.164	0.164	0.164	0.164
0.059	0.082	0.096	0.104	0.112	0.106	0.120	0.131	0.137	0.163	0.164	0.164	0.164	0.164	0.164
0.059	0.082	0.096	0.104	0.112	0.106	0.120	0.131	0.137	0.163	0.164	0.164	0.164	0.164	0.164
0.059	0.082	0.096	0.104	0.112	0.106	0.120	0.131	0.137	0.163	0.164	0.164	0.164	0.164	0.164
0.059	0.082	0.096	0.104	0.112	0.106	0.120	0.131	0.137	0.163	0.164	0.164	0.164	0.164	0.164
0.059	0.082	0.096	0.104	0.112	0.106	0.120	0.131	0.137	0.163	0.164	0.164	0.164	0.164	0.164
0.059	0.082	0.096	0.104	0.112	0.106	0.120	0.131	0.137	0.163	0.164	0.164	0.164	0.164	0.164
0.059	0.082	0.096	0.104	0.112	0.106	0.120	0.131	0.137	0.163	0.164	0.164	0.164	0.164	0.164
0.059	0.082	0.096	0.104	0.112	0.106	0.120	0.131	0.137	0.163	0.164	0.164	0.164	0.164	0.164
0.059	0.082	0.096	0.104	0.112	0.106	0.120	0.131	0.137	0.163	0.164	0.164	0.164	0.164	0.164
0.059	0.082	0.096	0.104	0.112	0.106	0.120	0.131	0.137	0.163	0.164	0.164	0.164	0.164	0.164
0.059	0.082	0.096	0.104	0.112	0.106	0.120	0.131	0.137	0.163	0.164	0.164	0.164	0.164	0.164
0.059	0.082	0.096	0.104	0.112	0.106	0.120	0.131	0.137	0.163	0.164	0.164	0.164	0.164	0.164
0.059	0.082	0.096	0.104	0.112	0.106	0.120	0.131	0.137	0.163	0.164	0.164	0.164	0.164	0.164
0.059	0.082	0.096	0.104	0.112	0.106	0.120	0.131	0.137	0.163	0.164	0.164	0.164	0.164	0.164
0.059	0.082	0.096	0.104	0.112	0.106	0.120	0.131	0.137	0.163	0.164	0.164	0.164	0.164	0.164
0.059	0.082	0.096	0.104	0.112	0.106	0.120	0.131	0.137	0.163	0.164	0.164	0.164	0.164	0.164
0.059	0.082	0.096	0.104	0.112	0.106	0.120	0.131	0.137	0.163	0.164	0.164	0.164	0.164	0.164
0.059	0.082	0.096	0.104	0.112	0.106	0.120	0.131	0.137	0.163	0.164	0.164	0.164	0.164	0.164
0.059	0.082	0.096	0.104	0.112	0.106	0.120	0.131	0.137	0.163	0.164	0.164	0.164	0.164	0.164
0.059	0.082	0.096	0.104	0.112	0.106	0.120	0.131	0.137	0.163	0.164	0.164	0.164	0.164	0.164
